date|text|time
27 Sep 2017|UK's Lloyds Banking Group to move 1,000 jobs to TCS subsidiary|2.55 pm
21 Sep 2017|TCS unit inks 15-year pact with Scottish Widows|8.47 am
18 Sep 2017|Goldman Sachs sees stable pricing trends for IT sector; neutral on TCS, Infosys|12.36 pm
14 Sep 2017|TCS Japan launches ignio|10.44 am
12 Sep 2017|TCS regains second most valued firm slot from HDFC Bank|6.54 pm
07 Sep 2017|TCS partners with GE to integrate intelligence into services data lake platform|4.23 pm
04 Sep 2017|Ishaat Hussain retires from TCS board|4.09 pm
31 Aug 2017|Cognizant keen to 'pick up' pace of acquisitions|8.12 pm
27 Aug 2017|For Capgemini,India a source of innovation, not cost arbitrage|12.54 pm
22 Aug 2017|Stay invested in TCS: Rajat Bose|3.28 pm
22 Aug 2017|Exit Tata Consultancy Services, says Ashu Madan|3.24 pm
21 Aug 2017|Time to exit Infosys? Analysts advise tendering shares in buyback|8.07 am
18 Aug 2017|Stay invested in TCS: Avinnash Gorakssakar|3.50 pm
18 Aug 2017|Hold TCS, says Prakash Gaba|3.36 pm
24 Jul 2017|3 hot stock picks from Reliance Securities|10.43 am
20 Jul 2017|Tata Group may bring all software companies under TCS|1.23 pm
20 Jul 2017|TCS tops list of IT cos with crorepati execs, 91 employees earn over Rs 1 cr in FY17|11.43 am
17 Jul 2017|Accumulate Tata Consultancy Services Ltd; target of Rs 2675: KRChoksey|4.27 pm
17 Jul 2017|Zions Bancorporation goes live on TCS BaNCS Core Banking software|4.26 pm
17 Jul 2017|Hold Tata Consultancy Services ; target of Rs 2400: ICICI Direct|3.43 pm
14 Jul 2017|Hold Tata Consultancy Services; target of Rs 2315: Edelweiss|3.38 pm
14 Jul 2017|Infosys beats TCS on almost all earnings parameters except volume growth|3.29 pm
14 Jul 2017|TCS Q1 numbers disappointed; don't see much reaction on stock: Edelweiss|9.36 am
14 Jul 2017|Buy, Sell, Hold: 3 stocks are being tracked by analysts today|9.36 am
14 Jul 2017|TCS Q1FY18 review: Disappointment part of the transformation journey|9.00 am
13 Jul 2017|TCS boardroom: Management discuss Q1 performance & the way forward|7.10 pm
13 Jul 2017|Top 10 takeaways from TCS Q1 results as net profit below estimate|5.54 pm
13 Jul 2017|TCS Q1 profit sinks 10% to Rs 5,945 cr, margin muted but revenue meets estimates|4.44 pm
13 Jul 2017|TCS management denies reports of Lucknow operations being shut down|12.46 pm
10 Jul 2017|Buy Tata Consultancy Services, Punjab National Bank, Canara Bank: Ashwani Gujral|2.34 pm
08 Jul 2017|Market Week Ahead: 10 factors to keep investors busy as earnings season kicks off|2.15 pm
07 Jul 2017|Don’t have high hopes from Q1; 10 shining stars which can show over 80% growth in PAT|7.57 am
05 Jul 2017|TCS' board meeting held on July 13, 2017|10.36 pm
04 Jul 2017|Thinking where to invest or book profits? Here are top 5 tactical ideas by Morgan Stanley|10.00 am
02 Jul 2017|Trading Bets! These 5 stocks can give up to 10% return in a week|1.12 pm
22 Jun 2017|Buy, Sell, Hold: 11 stocks are being tracked by analysts today|9.03 am
21 Jun 2017|Retain buy on TCS but cut FY18-20 earnings estimates on rupee strength, wage hikes: CLSA|10.55 am
19 Jun 2017|The bogey of exits haunts Infosys but has Sikka's currency devalued?|9.57 am
19 Jun 2017|Tata Consultancy Services: Outcome of AGM|8.40 am
14 Jun 2017|4 hot stock picks from Kotak Securities|9.49 am
08 Jun 2017|Tata Sons garners Rs 10,300 cr from TCS buyback programme|4.37 pm
08 Jun 2017|TCS falls 3% post rating downgrade by Nomura to ‘Reduce’|9.07 am
07 Jun 2017|Here are SP Tulsian's top trading ideas|5.44 pm
06 Jun 2017|Top buzzing stocks to trade on June 6|2.45 pm
29 May 2017|'Top Indian IT cos will lead in digital business'|8.45 am
25 May 2017|Buy Tata Consultancy Services, Tech Mahindra: Mitessh Thakkar|1.48 pm
23 May 2017|TCS AGM on June 16, 2017|10.44 pm
23 May 2017|Accumulate TCS; target of Rs 2833: KR Choksey|5.46 pm
22 May 2017|Buy Tata Consultancy Services; sell Just Dial, Interglobe Aviation: Ashwani Gujral|11.06 am
16 May 2017|Brigade Group deal to lease 3.75 L sq ft office space to TCS|9.30 pm
15 May 2017|TCS to commence Rs 16,000 cr buyback from May 18|4.39 pm
14 May 2017|Nine of 10 most valued firms add Rs 36K cr to m-cap|12.39 pm
11 May 2017|Union Minister Ravi Shankar Prasad inaugurates BPS centre set up by TCS|3.35 pm
10 May 2017|South Africa's Mercantile Bank uses TCS' solution|3.39 pm
09 May 2017|Buy TCS, HCL Tech, Kotak Bank, REC; sell Vedanta, Zee Entertainment: Sukhani|9.43 am
08 May 2017|IT industry body turns to Tamil Nadu over 'layoffs' at Cognizant|3.05 pm
05 May 2017|TCS sets up research lab for drones in US|5.58 pm
 05 May 2017|Making money in Nifty might become difficult; 5 stocks which can give up to 13% return|7.54 am
27 Apr 2017|US visa probe to include global IT firms; norms to get stricter: Sources|2.32 pm
24 Apr 2017|TCS, Infy accounted for only 8.8% of total H-1B visas: Nasscom|6.48 pm
24 Apr 2017|US accuses TCS, Infosys of violating H-1B visa norms|7.31 am
23 Apr 2017|TCS hired 11,500 people in offshore markets in FY17|4.16 pm
21 Apr 2017|TCS' board meeting held on April 18, 2017|11.08 pm
21 Apr 2017|TCS's Ramanathan Ramanan gets new assignment in Niti Aayog|8.29 pm
21 Apr 2017|This week in earnings: Hits that you may have missed|7.21 pm
21 Apr 2017|Hold Tata Consultancy Services; target of Rs 2346: Geojit Financial Services|3.14 pm
21 Apr 2017|TCS partners social organisation for online teaching community|8.45 am
20 Apr 2017|Hold Tata Consultancy Services; target of Rs 2400: ICICI Direct|5.19 pm
20 Apr 2017|Accumulate TCS; target of Rs 2583: KR Choksey|5.16 pm
20 Apr 2017|Hold TCS; target of Rs 2395: Edelweiss|5.04 pm
19 Apr 2017|Aus visa move unlikely to impact Indian IT workers: Nasscom|5.59 pm
19 Apr 2017|Nasscom cautions over revamp of lottery system for H-1B visas|5.23 pm
19 Apr 2017|Experts not bullish on growth for IT cos; see pressure on wages in FY19|2.04 pm
19 Apr 2017|Explainer: What are buybacks and can they dictate near-term stock price movements?|12.20 pm
19 Apr 2017|TCS' positive commentary masks a poor show|9.37 am
19 Apr 2017|Investment in geographies paying off handsomely; positive outlook for FY18: TCS|9.00 am
18 Apr 2017|To focus on agile, automation & cloud; BFSI to bounce back: TCS|7.12 pm
18 Apr 2017|Room to bring down attrition; increase in $100 mn clients positive: Experts|6.40 pm
18 Apr 2017|TCS net profit up 4.2% YoY; Top eight takeaways from Q4 results|6.04 pm
18 Apr 2017|TCS Q4 profit down 2.5%, subdued BFSI and retail growth drags revenue 0.3% QoQ|5.08 pm
18 Apr 2017|Stay invested in TCS, says Sharmila Joshi|3.51 pm
18 Apr 2017|TCS unperturbed by possible changes to H1-B visa regime: CEO|1.15 pm
18 Apr 2017|TCS gave negative returns 3 out of 4 times post quarterly results. How to trade ahead of Q4?|9.14 am
17 Apr 2017|TCS shareholders approve Rs 16,000 cr share buyback|5.21 pm
17 Apr 2017|TCS Q4 profit seen down 2%, dollar revenue may rise 2%; 5 factors to watch out|1.50 pm
17 Apr 2017|Buy Tata Consultancy Services 2300 Put, Hindalco Industries 180 Put: VK Sharma|10.21 am
 13 Apr 2017|Infosys Q4 results - As it happened|9.56 am
13 Apr 2017|Infosys Q4 2017 results: Experts welcome dividend policy, but worry on EBIT guidance|9.51 am
12 Apr 2017|Turnbull wants TCS to open innovation lab in Australia|9.40 am
11 Apr 2017|Australian PM Malcolm Turnbull arrives in Mumbai|3.43 pm
10 Apr 2017|Bull's Eye: Buy TCS, RCF, NBCC, Pidilite, Engineers India, Eveready|7.53 am
04 Apr 2017|10 things to know about H1B visa and its revised rules|8.32 am
29 Mar 2017|3 hot stock picks from Kotak Securities: Gives buy call on TCS, IndiGo & Wockhardt|11.58 am
24 Mar 2017|Donald Trump's visa threat doesn't scare leading Indian IT firm|3.15 pm
09 Mar 2017|Enter Reliance Industries at around Rs 1230, says Ashwani Gujral|11.32 am
08 Mar 2017|After TCS, Mindtree mulls share buyback|2.22 pm
08 Mar 2017|Buy, sell, hold: 8 stocks that analysts are watching out|10.04 am
08 Mar 2017|Buy Colgate, TCS, Bajaj Finance; sell Amara Raja: Sukhani|9.14 am
06 Mar 2017|Here are some top trading ideas by Sanjiv Bhasin|10.05 am
05 Mar 2017|RIL hits home run! Top 4 cos' m-cap swells by Rs 35,876 crore|11.44 am
02 Mar 2017|Employees launch petition against 3-month exit notice in IT cos|9.34 am
01 Mar 2017|Promoters to participate in TCS' Rs 16,000-cr buyback offer|9.16 pm
01 Mar 2017|Now, Wipro mulls share buyback, plans using 25-30% of cash: Srcs|12.24 pm
01 Mar 2017|Buy, sell, hold: 19 stocks that analysts are watching out today|10.00 am
27 Feb 2017|Hold Infosys for long term: Gaurang Shah|3.45 pm
27 Feb 2017|Here are Sanjiv Bhasin's top trading ideas|10.25 am
27 Feb 2017|Sell SBI, Pidilite, Dr Reddy's; buy TCS, Divis Labs: Sukhani |9.35 am
26 Feb 2017|Eight of top 10 cos add Rs 66,708 cr in m-cap; RIL shines|12.52 pm
24 Feb 2017|Infosys to tweak Articles, likely to announce share buyback soon|1.22 pm
24 Feb 2017|TCS for 'level playing field' amid US visa overhaul|1.20 pm
23 Feb 2017|Infosys seeks shareholder nod to amend Articles of Association|9.24 pm
23 Feb 2017|Infosys may announce $2.5 bn share buyback in April|7.32 pm
23 Feb 2017|TCS to articulate capital allocation policy in next few months|5.14 pm
23 Feb 2017|Ramadorai: Chandra best to head Tatas as he leads from the|5.14 pm
23 Feb 2017|Buy Bajaj Finance, LIC Housing Finance; sell Arvind: Gujral|11.24 am
23 Feb 2017|88 listed cos can pay dividends totalling Rs 27,600 cr: Report|9.12 am
23 Feb 2017|N Chandrasekaran may onboard Tata insiders to spruce up ops|9.09 am
22 Feb 2017|Tulsian tells: Why he is bullish on south based cement stocks|6.24 pm
22 Feb 2017|JC Penney may cut outsourcing to India; plans insourcing instead|4.00 pm
22 Feb 2017|Hold Tata Consultancy Services; target of Rs 2475: Edelweiss|1.52 pm
22 Feb 2017|TCS to remain net cash positive despite Rs16,000 cr buyback: S&P|1.52 pm
22 Feb 2017|Hold Tata Consultancy Services; target of Rs 2465: ICICI Direct|1.47 pm
22 Feb 2017|EXCLUSIVE: After TCS, HCL Tech could eye share buyback|9.13 am
21 Feb 2017|Man with the midas touch: See how India Inc views N Chandra|8.35 pm
21 Feb 2017|N Chandrasekaran takes Tata corner office: His top 3 priorities|5.13 pm
21 Feb 2017|Tatas will lead, not follow: N Chandrasekaran|12.02 pm
21 Feb 2017|Will sustain TCS' growth momentum, says CEO Rajesh Gopinathan|11.38 am
21 Feb 2017|TCS buyback: Analysts hail move but see limited upside to stock|10.27 am
21 Feb 2017|Buy, sell, hold: 6 stocks likely to see lot of action today|9.54 am
21 Feb 2017|Buy Escorts, Biocon, Vedanta, Natco Pharma: Ashwani Gujral|9.48 am
20 Feb 2017|TCS: Outcome of board meeting|9.30 pm
20 Feb 2017|TCS names V Ramakrishnan as CFO|7.38 pm
20 Feb 2017|FYI: Here's why TCS is buying back shares|6.55 pm
20 Feb 2017|Tulsian tells: Why private banks could see consolidation soon|4.57 pm
20 Feb 2017|TCS approves buyback of equity shares|3.33 pm
20 Feb 2017|TCS board approves buyback of up to 5.6 cr shares at Rs 2850/sh|3.33 pm
20 Feb 2017|Chandra to take over Tata Group reins today; 'big job' ahead|2.14 pm
20 Feb 2017|Buy Jindal Steel & Power, HCC, Lloyd Electric: Ashwani Gujral|12.08 pm
20 Feb 2017|Buy Idea Cellular on dips, short Sun TV: Ashwani Gujral|11.42 am
20 Feb 2017|TCS buyback on Board agenda today. Here is what to expect|10.04 am
19 Feb 2017|Top seven cos add Rs 48,519 cr in m-cap|11.12 am
18 Feb 2017|Indian IT industry faces twin challenges of Trump, automation|1.49 pm
17 Feb 2017|Sell Bharti Infratel, TCS; buy Dishman Pharma: Ashwani Gujral|12.30 pm
17 Feb 2017|Wipro can climb to Rs 490, by Cadila Healthcare on dips: Gaba|11.17 am
16 Feb 2017|COMMENT: Do share buybacks of IT companies endorse mediocrity?|6.46 pm
16 Feb 2017|Slowdown in IT? Don't fret, say Mukesh Ambani and TCS' Chandra|3.45 pm
16 Feb 2017|Buy Bajaj Finance, Tata Consultancy Services: Mitessh Thakkar|3.24 pm
16 Feb 2017|After TCS, Infosys says buyback to happen at 'appropriate time'|2.21 pm
16 Feb 2017|Prefer SBI over Bank of Baroda; short ITC: Ashwani Gujral|12.00 pm
16 Feb 2017|TCS to consider buyback of equity shares|10.54 am
16 Feb 2017|Buy Hexaware Technologies 210 Call, says VK Sharma|9.54 am
16 Feb 2017|TCS share buyback will put pressure on other IT firms: Analysts|9.28 am
16 Feb 2017|Here are few stock trading ideas by Mayuresh Joshi|9.12 am
16 Feb 2017|TCS board to consider buyback on February 20|8.15 am
15 Feb 2017|EXCLUSIVE: Here's why N Chandrasekaran is bullish about TCS and IT sector|9.46 pm
13 Feb 2017|Buy Eicher Motors, Hero Moto, L&T, Axis Bank, Hexaware: Sukhani|9.39 am
10 Feb 2017|TCS recognised again as Top UK Employer|7.10 pm
10 Feb 2017|Tata Power appoints N Chandrasekaran as Chairman|7.10 pm
10 Feb 2017|Eight Tata companies to display defence, aerospace expertise|9.44 am
10 Feb 2017|US firm Travelport ropes in TCS as technology partner|7.42 am
09 Feb 2017|GSK says its eyeing more collaborations for expansion|10.10 pm
09 Feb 2017|Sell Havells, Bajaj Finance; buy TCS: Rajat Bose|3.13 pm
08 Feb 2017|Cognizant Q4 net dips 1.8%; okays $3.4bn in buybacks,dividends|10.00 pm
07 Feb 2017|N Chandrasekaran elected as Chairman of Tata Steel Board|9.54 pm
06 Feb 2017|Trouble in IT: TechM halts appraisal for senior level employees|12.02 pm
03 Feb 2017|Indian IT firms to meet Trump officials on visa reform concerns|7.54 am
01 Feb 2017|Buy RCF, Can Fin Homes, NBCC, Bharat Financial: Ashwani Gujral |9.31 am
31 Jan 2017|H-1B visa issue: TCS, Infosys stare at $2.7-bn cost increase|2.50 pm
31 Jan 2017|Buy Bajaj Finserv; sell TCS, Tech Mahindra: Ashwani Gujral|2.41 pm
31 Jan 2017|Here are a few stock ideas from Rajen Shah|10.52 am
31 Jan 2017|Trump targets work visas: Here's what it means for Indian IT cos|9.52 am
30 Jan 2017|Avoid Infosys, says Sudarshan Sukhani|9.30 am
25 Jan 2017|TCS, Gfi Informatique unveil smart city solution in France|5.58 pm
24 Jan 2017|HCL Tech's Q3 show slightly better than peers: Experts|8.58 am
23 Jan 2017|Sell Maruti, Lupin, TCS; buy ONGC: Yogesh Mehta|11.04 am
20 Jan 2017|Hold TCS; target of Rs 2254: Axis Direct|3.48 pm
20 Jan 2017|Mistry spat not only reason for loss in Tata group mcap: SES|10.50 am
18 Jan 2017|See strong organic growth, no dependence on buys:TCS' Gopinathan|7.26 pm
18 Jan 2017|Hold TCS; target of Rs 2432: Arihant Capital|4.18 pm
18 Jan 2017|Accumulate TCS; target of Rs 2600: Prabhudas Lilladher|4.11 pm
18 Jan 2017|Accumulate TCS; target of Rs 2490: KR Choksey|4.00 pm
18 Jan 2017|Hold TCS; target of Rs 2475: Edelweiss|3.54 pm
18 Jan 2017|Hold TCS; target of Rs 2465: ICICI Direct|3.37 pm
16 Jan 2017|Tata Sons looks to expand hold over group firms|11.14 am
15 Jan 2017|As its boss moves to Tata HQ, investors fret over TCS future|3.53 pm
14 Jan 2017|Hope Chandrasekaran will restore Tata Group values: India Inc|12.48 pm
14 Jan 2017|Will continue my association with TCS: Chandra to employees|9.30 am
13 Jan 2017|See 15% upside in TCS, Infosys: Sanjiv Bhasin|4.10 pm
13 Jan 2017|IT to remain muted in Q4, bottom out thereafter: Nasscom chief|2.23 pm
13 Jan 2017|Buy GAIL India, Balmer Lawrie, Balrampur Chini: Ashwani Gujral|1.39 pm
13 Jan 2017|Chandra's rise at Tata Group spells IT sector importance: Sikka|12.34 pm
13 Jan 2017|Positive results from TCS, could drive rerating: Deven Choksey|12.01 pm
13 Jan 2017|As new TCS chief, Gopinathan hopes to come up with new ideas|11.51 am
12 Jan 2017|Here are Mayuresh Joshi's top trading bets|9.17 am
11 Jan 2017|TCS Q3 PAT may dip 5.1% to Rs 6252.3 cr: Motilal Oswal|6.19 pm
11 Jan 2017|TCS Q3 net seen down 1.5%, currency headwind may impact revenue|3.14 pm
10 Jan 2017|Boosters: 10 stocks that Deutsche Bank is bullish on for 2017|1.53 pm
10 Jan 2017|Buy, sell, hold: 21 large & midcap stocks to boost portfolio|10.02 am
10 Jan 2017|Here are Sanjiv Bhasin's top trading ideas|9.28 am
06 Jan 2017|Why H1B visa reform Bill spells bad news for Indian IT cos|12.00 am
05 Jan 2017|TCS Q3 results on Jan 12, 2017|10.05 pm
05 Jan 2017|Buy TCS, L&T Finance, IRB Infra; sell Vedanta: Sudarshan Sukhani|10.00 am
29 Dec 2016|Buy TCS, BEML, Bharat Financial; sell Sun TV: Sudarshan Sukhani|12.41 pm
28 Dec 2016|Buy Reliance Industries, TCS, Maruti Suzuki: Sudarshan Sukhani|1.11 pm
27 Dec 2016|Buy RIL, overweight on TCS, HCL Tech, Mindtree: Sanjiv Bhasin|4.33 pm
27 Dec 2016|Bullish on SBI, Maruti, UltraTech, Hindalco, TCS: Sanjiv Bhasin|4.31 pm
27 Dec 2016|Buy Reliance Industries, Infosys, Engineers India: Sukhani|1.34 pm
27 Dec 2016|As India braces for Trump in 2017, some signals to watch out for|10.59 am
27 Dec 2016|Buy TCS, IGL, Asian Paints; sell M&M Financial, Cummins: Sukhani|9.13 am
26 Dec 2016|Sell Auro Pharma, REC, Vedanta, HDIL; buy Dabur, TCS: Gujral|12.28 pm
21 Dec 2016|Sell SBI, PNB, Amara Raja; buy Infosys, TCS: Ashwani Gujral|9.43 am
20 Dec 2016|Prefer TCS, Infosys, Tech Mahindra, Hexaware: Dilip Bhat|4.09 pm
20 Dec 2016|Sell Ceat, M&M Financial Services; buy TCS: Ashwani Gujral|2.32 pm
19 Dec 2016|Buy TCS, Siemens, Reliance Infra; sell Sun Pharma: Sukhani|9.56 am
18 Dec 2016|Six of top 10 cos take Rs 38,221cr hit in mcap;CIL loses most|3.10 pm
16 Dec 2016|Led by Tata Motors, MFs hike holdings in Tata cos in Nov|7.38 pm
16 Dec 2016|Buy TCS, Granules India; sell Sun Pharma, Dr Reddy's: Thacker|10.00 am
15 Dec 2016|Mistry claims 78% retail investors opposed his removal|7.52 am
14 Dec 2016|Tata Tele 'unanimously' removes Mistry as Chairman, Director|6.10 pm
14 Dec 2016|COMMENT: TCS voting pattern suggests tougher days ahead for Tata Sons|6.00 pm
14 Dec 2016|Voting pattern of TCS reflects conversation on Street: IIAS|11.19 am
14 Dec 2016|Here are a few investment ideas from SP Tulsian|9.16 am
14 Dec 2016|Cyrus Mistry removed as director of TCS|7.38 am
13 Dec 2016|Tougher days ahead for Mistry as Tata feud enters seventh week|9.38 pm
13 Dec 2016|Regulators must step in, verify Mistry's allegations: ex-Sebi ED|6.07 pm
13 Dec 2016|Not hankering for office, fight is to save soul of group: Mistry|3.52 pm
13 Dec 2016|Cyrus Mistry hits out, says fighting to save Tata Group's soul|3.17 pm
13 Dec 2016|Six in Sixty: Stocks you should keep on your radar |3.13 pm
13 Dec 2016|Buy L&T, NCC; short Shriram Transport, Jubilant Food: Sukhani|10.02 am
12 Dec 2016|Key test for Tata, Mistry as TCS shareholders vote on Dec 13|7.38 pm
12 Dec 2016|Prefer HCL Technologies, says Gaurang Shah|3.34 pm
12 Dec 2016|Buy Ceat, Apollo Tyres; short Jet Airways, avoid IT: Sukhani|9.56 am
11 Dec 2016|Mistry misled to become chairman, retracted on promises:Tatas|6.04 pm
11 Dec 2016|Nine of top 10 firms add Rs 56,112 cr in m-cap; ONGC, RIL shine|11.54 am
09 Dec 2016|Top 100 cos created Rs 28 lakh cr wealth in past 5 years: Study|5.32 pm
09 Dec 2016|TCS, Deloitte, EY make it to shortlist for GST interface|11.00 am
08 Dec 2016|No compelling reason for Mistry's removal as director: InGovern|2.28 pm
08 Dec 2016|Conferment of power in 'high command' breach of trust: Mistry|11.36 am
08 Dec 2016|Tata Consultancy Services' EGM on December 13, 2016|8.52 am
07 Dec 2016|Mistry removed as Tata Sons lost confidence in him: Ratan Tata|8.22 pm
06 Dec 2016|Negative returns in Tata Steel Europe a risk to group: Mistry|2.56 pm
30 Nov 2016|Tata boardroom tussle not to impact group cos' ratings: Moody's|11.36 am
30 Nov 2016|LIC preps up to vote in Tata EGMs called for Mistry's removal|9.47 am
28 Nov 2016|Tata Sons' shareholders discord may hit group cos: S&P|12.28 pm
28 Nov 2016|Fearing tighter US visa regime, Indian IT firms rush to hire|11.55 am
27 Nov 2016|Mistry, Wadia to contest removal from Tata Motors at EGM|2.00 pm
24 Nov 2016|Sell Tata Motors; buy TCS, Hindalco: Ashwani Gujral |2.18 pm
24 Nov 2016|TCS to implement unified global process blueprint for ASML|2.18 pm
24 Nov 2016|Short Sun TV Bata India, Ceat: Sudarshan Sukhani|12.40 pm
24 Nov 2016|FC Kohli debunks Cyrus Mistry's TCS sale claim|7.32 am
23 Nov 2016|Ex TCS CEO says at no point Tata Grp intended to sell co to IBM|7.06 pm
23 Nov 2016|Tata Sons asks Tata Power to call EGM; Tata Chemicals sets date|9.30 am
23 Nov 2016|Ratan Tata tried to sell TCS, made Corus deal expensive: Mistry|8.08 am
22 Nov 2016|TCS, JLR not on auto-pilot during my tenure: Mistry|6.28 pm
22 Nov 2016|Go long in Tata Consultancy Services, ONGC: Hemant Thukral|12.24 pm
