date|text|time
03 Oct 2017|Why India's import of US shale oil is a big deal|6.27 pm
03 Oct 2017|Reliance Industries makes first purchase of US crude: Sources|3.10 pm
29 Sep 2017|Reliance Jio says customers to get 70% of iPhone8 price when selling it back|12.55 pm
28 Sep 2017|Sell Reliance Industries, Bharti Airtel; buy Can Fin Home: Ashwani Gujral|3.03 pm
28 Sep 2017|Reliance Industries outbids GAIL to buy all its own CBM gas|12.55 pm
27 Sep 2017|Sell Reliance Industries, UltraTech Cement; buy TVS Motor: Ashwani Gujral|2.38 pm
27 Sep 2017|Mukesh Ambani says data is new oil, oxygen of digital economy, 4G coverage to top 2G's|2.06 pm
27 Sep 2017|10 key takeaways from Mukesh Ambani's speech at India Mobile Congress 2017|1.44 pm
27 Sep 2017|India is planning 5G services: What about the world?|12.03 pm
25 Sep 2017|Reliance Industries becomes world's 3rd largest energy firm|3.08 pm
22 Sep 2017|Sell Reliance Industries; Bank of Baroda, DLF look weak: Prakash Gaba|2.41 pm
 21 Sep 2017|Where is the market headed in next 6 months? Top 4 stocks which can give up to 21% return|10.35 am
20 Sep 2017|Reliance plans major expansion at world's largest oil refinery complex: Sources|4.35 pm
13 Sep 2017|Buy Reliance Industries, advises Sandeep Wagle|4.13 pm
13 Sep 2017|Buy Reliance Industries, Marico: Sandeep Wagle|3.17 pm
13 Sep 2017|Buy Reliance Industries, Bank of Baroda, Ashok Leyland: Yogesh Mehta|1.41 pm
13 Sep 2017|Buy Reliance Industries, Hexaware Technologies: Sandeep Wagle|11.54 am
07 Sep 2017|Buy Reliance Industries on every dip, advises Ashwani Gujral|10.57 am
06 Sep 2017|Jio made records globally, crosses 130mn customer mark: Mukesh Ambani|8.12 pm
05 Sep 2017|OPINION-A year on since last Teacher’s Day, there are lessons from Reliance Jio’s progress|1.25 pm
04 Sep 2017|Reliance Industries allots debenture worth Rs 2500 crore|2.20 pm
01 Sep 2017|Buy Reliance Industries, HUL, Reliance Capital, SREI Infra, SRF: Ashwani Gujral|9.32 am
25 Aug 2017|Jio Phone pre-bookings start: How you can book it faster|10.00 am
25 Aug 2017|Jio Phone wait is over: Pre-book your JioPhone today for just Rs 500|9.30 am
24 Aug 2017|Telecom players still feel Jio heat, reveals TRAI data for June quarter|7.06 pm
23 Aug 2017|Reliance to increase naphtha exports by 500,000 tonnes in 2017-18|1.56 pm
21 Aug 2017|ALT Balaji to be out on entire Jio network in next 6-9 months: Nachiket Pantvaidya|11.48 am
15 Aug 2017|Government slaps $264 million penalty on RIL, BP|1.22 pm
14 Aug 2017|Reliance Industries, BP to submit revised investment plan for KG-D6 gas finds|2.05 pm
13 Aug 2017|Nine of top 10 most valued firms lose Rs 1,05,357 cr in m-cap|10.55 am
08 Aug 2017|Institutions continue to lap up Indian equities in June quarter|1.40 pm
03 Aug 2017|Buy Reliance Industries, Aurobindo Pharma; sell ICICI Bank futures: Rajat Bose|2.04 pm
26 Jul 2017|As new tech enables cheaper voice, it’s ridiculous for telcos to ask for higher IUC|11.38 am
25 Jul 2017|Centre mulls relief measures for telcos: Sources|12.53 pm
25 Jul 2017|Reliance JioPhone vs Nokia 3310 vs Nokia 105: 5 major features that Nokia phones lack|12.18 pm
24 Jul 2017|Mercedes-Benz can drive in BS VI models to India by 2018|4.11 pm
24 Jul 2017|RIL continues uptrend: Here's what brokerages are saying about the stock|1.39 pm
22 Jul 2017|Don’t be in a rush to book profits in RIL; stock likely to head towards Rs 1800 in 1 year|9.56 am
21 Jul 2017|JioPhone -- Reliance's latest weapon of mass disruption|4.39 pm
21 Jul 2017|Free voice not enough, Ambani wants free phone to Jio democratic digital culture|3.39 pm
21 Jul 2017|JioPhone: Premium features at 'zero' cost|2.44 pm
21 Jul 2017|Experts see RIL subscriber base at 30-35 cr in 18-mths; de-growth for other players|2.18 pm
21 Jul 2017|Reliance Industries recommends bonus issue|1.21 pm
21 Jul 2017|Jio’s disruptive tariffs to unleash the power of digital in 1.2 billion Indians: Mukesh Ambani|12.39 pm
21 Jul 2017|Reliance Industries' 40th AGM: Here are the key takeaways|12.36 pm
21 Jul 2017|RIL AGM: Reliance launches JioPhone, for Rs 0|11.52 am
21 Jul 2017|Will watch out for commissioning of two big projects of RIL: Kotak Sec|10.19 am
21 Jul 2017|Expect a target of Rs 360 in next 6 months on Singer India: SP Tulsian|10.16 am
21 Jul 2017|Reliance Industries Q1FY18 review: Firing on all cylinders|9.52 am
20 Jul 2017|Market experts analyse Reliance Industries' Q1 earnings|10.03 pm
20 Jul 2017|RIL likely to open 3-4% higher on Friday; Top 10 takeaways from Q1 results|7.09 pm
20 Jul 2017|RIL Q1 profit up 13% on petchem, refining; GRM at $11.90/bbl; buys stake in Balaji Telefilms|5.47 pm
20 Jul 2017|RIL Q1: To focus on AGM commentary for stock outlook, says Antique Stock Broking|12.19 pm
20 Jul 2017|Reliance Industries to announce Q1 earnings today; 3 factors to watch out for|11.00 am
19 Jul 2017|RIL plans to sell 200 mn 4G feature phones in 2 years|8.05 pm
16 Jul 2017|Q1 earnings to steer markets this week: Experts|11.39 am
13 Jul 2017|Buy Reliance Industries, Bharat Financial, Ujjivan Financial  Services: CA Rudramurthy|2.15 pm
12 Jul 2017|Buy Reliance Industries, Mahanagar Gas: Sandeep Wagle|2.07 pm
12 Jul 2017|Buy Reliance Industries, Adani Enterprises; Mahanagar Gas may hit Rs 1150: Gujral|1.20 pm
12 Jul 2017|Buy, Sell, Hold: 2 stocks and 1 sector are on the radar of analysts today|8.56 am
11 Jul 2017|Buy, Sell, Hold: 6 stocks and 2 sectors are on analysts’ radar today|8.38 am
10 Jul 2017|Buy Reliance Industries, Prestige Estates; sell BoB, ONGC: Ashwani Gujral|9.46 am
07 Jul 2017|Here are some fundamental ideas from SP Tulsian|4.13 pm
07 Jul 2017|Buy Reliance Industries, Kotak Mahindra Bank, Divis Lab: Ashwani Gujral|3.04 pm
06 Jul 2017|Buy Reliance Industries, Asian Paints, DLF; sell Arvind, GAIL India: Sudarshan Sukhani|9.36 am
04 Jul 2017|Buy Reliance Industries, Tata Elxsi, Piramal Enterprises: Rajat Bose|12.05 pm
03 Jul 2017|BookMyShow acquires Burrp|9.11 pm
03 Jul 2017|Remain invested in Reliance Industries: Gaurang Shah|3.55 pm
03 Jul 2017|Buy Reliance Industries on dips: Prakash Gaba|3.15 pm
30 Jun 2017|Buy Reliance Industries, ITC: Mitessh Thakkar|2.42 pm
30 Jun 2017|Reliance Industries: Jio launches new submarine cable system|9.22 am
28 Jun 2017|Reliance Industries refinances $2.3 bn loans to cut interest cost|3.49 pm
28 Jun 2017|RIL's Mukesh Ambani keeps annual salary unchanged at Rs 15 cr|11.10 am
27 Jun 2017|Reliance Industries' AGM on July 21, 2017|9.33 am
27 Jun 2017|RIL to raise Rs 25,000 cr via NCDs to fund expansion plans|8.46 am
22 Jun 2017|Buy Manappuram Finance﻿, Gruh Finance﻿, Yes Bank﻿: Ashwani Gujral|2.26 pm
22 Jun 2017|Sell Indian Oil Corp, Cummins India; buy UPL, Siemens, Sun TV:  Sudarshan Sukhani|10.50 am
21 Jun 2017|Bullish on Reliance Industries, buy L&T around Rs 1720: Mitessh Thakkar|4.15 pm
20 Jun 2017|RIL's KGD6 investment to up its regulatory exposure: Moody's|1.07 pm
19 Jun 2017|Buy Reliance Industries, Adani Ports: Sudarshan Sukhani|3.07 pm
16 Jun 2017|Focus on KG-D6 discoveries a long-term positive but Jio key in medium term: Analysts|12.16 pm
16 Jun 2017|RIL-BP plans to hike domestic gas production good for consumers, India: Petronet LNG|10.47 am
16 Jun 2017|Here's why SP Tulsian recommends a buy on Aksharchem|10.27 am
16 Jun 2017|Here's why SP Tulsian recommends a buy on Aksharchem|10.27 am
16 Jun 2017|Here's why SP Tulsian recommends a buy on Aksharchem|10.27 am
16 Jun 2017|Here's why SP Tulsian recommends a buy on Aksharchem|10.27 am
16 Jun 2017|Here's why SP Tulsian recommends a buy on Aksharchem|10.27 am
16 Jun 2017|Here's why SP Tulsian recommends a buy on Aksharchem|10.27 am
16 Jun 2017|Here's why SP Tulsian recommends a buy on Aksharchem|10.27 am
16 Jun 2017|Here's why SP Tulsian recommends a buy on Aksharchem|10.27 am
16 Jun 2017|Here's why SP Tulsian recommends a buy on Aksharchem|10.27 am
16 Jun 2017|Here's why SP Tulsian recommends a buy on Aksharchem|10.27 am
16 Jun 2017|Here's why SP Tulsian recommends a buy on Aksharchem|10.27 am
16 Jun 2017|Here's why SP Tulsian recommends a buy on Aksharchem|10.27 am
16 Jun 2017|Buy Reliance Industries, DCB Bank, Federal Bank: VK Sharma|10.27 am
16 Jun 2017|RIL-BP Partnership: 30-35 mmscmd a large production target by RIL, says Edelweiss|10.24 am
16 Jun 2017|RIL-BP Partnership: 30-35 mmscmd a large production target by RIL, says Edelweiss|10.24 am
16 Jun 2017|RIL-BP Partnership: 30-35 mmscmd a large production target by RIL, says Edelweiss|10.24 am
16 Jun 2017|RIL-BP Partnership: 30-35 mmscmd a large production target by RIL, says Edelweiss|10.24 am
 15 Jun 2017|RIL-BP to invest $6 bln in 3 D6 projects with eye on retail, renewable, mobility|7.47 pm
15 Jun 2017|Buy Reliance Industries, says Prashant Prabhakaran|4.50 pm
15 Jun 2017|Oil Ministry invites Reliance Industries, BP to invest in fuel retail in India|4.44 pm
15 Jun 2017|See strong earnings growth for RIL, stock tops our list: IIFL's Prayesh Jain|4.20 pm
15 Jun 2017|LIVE: RIL-BP to invest Rs 40,000cr in India's energy sector, says Mukesh Ambani|4.14 pm
15 Jun 2017|Buy Reliance Industries, Motherson Sumi, Voltas, Colgate: Sudarshan Sukhani|1.03 pm
15 Jun 2017|Keep two years' view on RIL to make good money out of it: Deven Choksey|11.02 am
14 Jun 2017|Stay invested in Reliance Industries: Shahina Mukadam|4.16 pm
14 Jun 2017|Buy Reliance Industries, sell Hexaware Technologies: Sandeep Wagle|11.54 am
09 Jun 2017|Reliance Industries gains 2% after CLSA reiterates buy; bets on Jio advancements|9.25 am
08 Jun 2017|Prefer financials over IT, pharma; buy JSPL, sell TCS, HDIL: Ashwani Gujral|11.45 am
30 May 2017|Buy Reliance Industries, Colgate Palmolive, Britannia Industries: VK Sharma|10.43 am
29 May 2017|Reliance Industries looks good, like M&M: Prakash Gaba|2.24 pm
29 May 2017|Buy Reliance Industries, HDFC Bank, Dewan Housing: Ashwani Gujral|12.12 pm
29 May 2017|Buy Reliance Industries, target Rs 1395; like Berger Paints: Mitessh Thakkar|11.58 am
17 May 2017|'Domestic opportunity can help IT cos tide over job losses'|5.25 pm
17 May 2017|Mukesh Ambani leads Forbes list of Global Game Changers|9.50 am
15 May 2017|Sell Yes Bank on rallies; JK Cement may head towards Rs 1350: Ashwani Gujral|10.38 am
12 May 2017|India pitches to private companies for help in defence drive|8.25 am
08 May 2017|Nifty likely to enter risk-off mode; 5 stocks which could give up to 17% return|8.58 am
06 May 2017|Taking stock: Find out what Ashwani Gujral is betting on|2.37 pm
04 May 2017|RIL to buy its own gas at $4.23|6.50 pm
04 May 2017|Buy Reliance Industries; target of Rs 1600: Axis Direct|3.45 pm
03 May 2017|RIL, SAP join hands to foray into GST software business|8.35 pm
03 May 2017|Here are a few companies whose Q4 results you shouldn't have missed!|5.53 pm
03 May 2017|SAT admits RIL plea against Sebi ban|11.20 am
03 May 2017|Buy RIL around Rs 1350; L&T, HCC may move higher: Ashwani Gujral|11.11 am
02 May 2017|Buy Reliance Industries; target of Rs 1584: Geojit Financial Services|4.38 pm
25 Apr 2017|Flows & momentum could take Nifty to 9300 towards expiry: Edelweiss|11.58 am
25 Apr 2017|Analysts largely hail Reliance's Q4 performance; retain positive calls on stock|11.27 am
25 Apr 2017|Expert take: Decoding Reliance Industries' fourth-quarter results beat|11.18 am
25 Apr 2017|Buy RIL on dips, see higher levels in Indiabulls Housing Finance: Ashwani Gujral|10.26 am
25 Apr 2017|Expect more surprises for Reliance going ahead: Edelweiss' Jal Irani|9.35 am
25 Apr 2017|Here are a few stock ideas by Prakash Diwan|9.00 am
24 Apr 2017|Reliance: Outcome of board meeting|9.53 pm
24 Apr 2017|In RIL Q4, focus on telecom and project commissioning|9.07 pm
24 Apr 2017|Jio a startup that has achieved tremendous traction: Reliance CFO Alok Agarwal|7.53 pm
24 Apr 2017|Reliance Industries quarterly result: GRM at 8-year high of $11.50/bbl|6.24 pm
24 Apr 2017|RIL net profit beats estimates; 10 key takeaways from Q4 results|6.23 pm
24 Apr 2017|Jio seeing largest-ever migration from free to paid services: Mukesh Ambani|6.02 pm
24 Apr 2017|Reliance Industries Q4 results LIVE: RIL beats estimates; Jio subscibers at 109mn|5.36 pm
24 Apr 2017|Reliance Q4 beats Street; profit up 1.6%, GRM at $11.5/bbl; Jio users at 108.9 mn|5.10 pm
24 Apr 2017|Reliance Jio net loss jumps to Rs 22.5 cr in October-March|4.07 pm
24 Apr 2017|ITH, Tinplate among 4 cos that saw a good Q4 outing|11.27 am
24 Apr 2017|Here are a few stock ideas by Dipan Mehta|10.00 am
24 Apr 2017|Expect robust performance in RIL's petchem segment; shale gas biz to improve: IIFL|9.14 am
24 Apr 2017|How Reliance has performed during quarterly results and why it may surge this time|8.06 am
22 Apr 2017|Week Ahead: Top 6 factors that are likely to chart market direction this week|7.07 pm
22 Apr 2017|Reliance Industries Q4 PAT seen up 1.5% to Rs 8140 cr: HDFC Securities|3.15 pm
21 Apr 2017|RIL starts gas production from coal seams|8.55 pm
21 Apr 2017|Jal Irani of Edelweiss Fin Services very upbeat on RIL; hikes target price to Rs 1600|1.33 pm
21 Apr 2017|RIL pips TCS to become most-valued Indian company|1.06 pm
21 Apr 2017|Reliance Q4 profit seen at Rs 8,000 cr, operating income may jump 8%|12.25 pm
20 Apr 2017|RIL commissions final phase of Jamnagar paraxylene project|9.19 pm
19 Apr 2017|Buy, Sell, Hold: Here are 4 stocks that are on analysts’ radar today|8.24 am
18 Apr 2017|RIL briefly topples TCS as India's most valued firm|2.19 pm
18 Apr 2017|Reliance adopts new maternity law provisions; commissioning mothers to get 12-week paid leaves|1.25 pm
18 Apr 2017|Buy Reliance Industries, Indiabulls Housing Finance, GAIL India: Chandan Taparia|10.43 am
17 Apr 2017|Reliance Industries' board meeting on April 24, 2017|9.46 pm
17 Apr 2017|Buy Reliance ﻿Industries, Tata Chemicals, Century Textiles: Ashwani Gujral|3.15 pm
16 Apr 2017|RIL, other CBM producers get pricing, marketing freedom|11.40 am
12 Apr 2017|Buy Reliance Industries around Rs 1310-1320: Mitessh Thakkar|4.26 pm
12 Apr 2017|State oil cos to revise petrol, diesel prices in 5 cities daily from May 1: Sources|1.27 pm
12 Apr 2017|Buy JK Tyre, Can Fin Homes, Dewan Housing Finance, Sintex: Gujral|10.04 am
12 Apr 2017|Reliance Industries to invest in Punjab; to offer WiFi at schools, colleges and train athletes for Tokyo Olympics|7.45 am
11 Apr 2017|Buy Dredging Corporation, Engineers India, India Cements: Ashwani Gujral|12.19 pm
10 Apr 2017|Buy BPCL; sell Indiabulls Housing Finance, Kotak Mahindra Bank: Ashwani Gujral|11.08 am
08 Apr 2017|See upside in Larsen and Toubro, 15% CAGR growth in profits: Manish Sonthalia|2.12 pm
07 Apr 2017|Here are fundamental trading ideas from Deven Choksey|11.08 am
07 Apr 2017|Prepare to pay different prices for fuel, daily|10.16 am
07 Apr 2017|Reliance Industries a risky buy, stock needs to consolidate: Ashwani Gujral|10.14 am
